Date,Région,Maladie,Sexe,Tranche_d_âge,Nombre_de_cas
2024-09-27,Kisangani,Rougeole,Masculin,6-17,6
2024-09-27,Kisangani,Choléra,Masculin,60+,10
2024-09-27,Kinshasa,Paludisme,Masculin,18-35,7
2024-09-27,Kisangani,COVID-19,Masculin,6-17,18
2024-09-28,Goma,Tuberculose,Masculin,6-17,15
2024-09-28,Goma,Tuberculose,Féminin,6-17,15
2024-09-28,Kisangani,Rougeole,Masculin,60+,2
2024-09-28,Kisangani,Choléra,Féminin,18-35,7
2024-09-28,Lubumbashi,Rougeole,Masculin,0-5,16
2024-09-29,Lubumbashi,Tuberculose,Masculin,36-60,2
2024-09-29,Kinshasa,Tuberculose,Masculin,0-5,17
2024-09-29,Kisangani,Choléra,Féminin,0-5,12
2024-09-29,Kisangani,Paludisme,Masculin,0-5,7
2024-09-29,Kisangani,Tuberculose,Masculin,0-5,14
2024-09-29,Goma,COVID-19,Féminin,0-5,15
2024-09-29,Goma,Choléra,Féminin,6-17,6
2024-09-29,Mbuji-Mayi,Rougeole,Masculin,36-60,3
2024-09-29,Kisangani,Tuberculose,Masculin,60+,17
2024-09-29,Lubumbashi,Rougeole,Féminin,60+,13
2024-09-30,Goma,Choléra,Masculin,18-35,4
2024-09-30,Kisangani,Choléra,Féminin,36-60,3
2024-09-30,Lubumbashi,COVID-19,Féminin,36-60,10
2024-09-30,Kinshasa,COVID-19,Masculin,60+,20
2024-09-30,Mbuji-Mayi,Rougeole,Masculin,36-60,17
2024-09-30,Kisangani,COVID-19,Masculin,0-5,20
2024-09-30,Mbuji-Mayi,Tuberculose,Féminin,18-35,12
2024-09-30,Mbuji-Mayi,Rougeole,Féminin,60+,13
2024-09-30,Lubumbashi,COVID-19,Masculin,18-35,17
2024-09-30,Lubumbashi,Choléra,Féminin,0-5,18
2024-09-30,Kinshasa,Tuberculose,Féminin,18-35,11
2024-10-01,Kinshasa,Tuberculose,Masculin,0-5,19
2024-10-01,Lubumbashi,Tuberculose,Féminin,18-35,3
2024-10-01,Kinshasa,Rougeole,Masculin,18-35,12
2024-10-01,Goma,Rougeole,Masculin,36-60,18
2024-10-01,Kinshasa,Paludisme,Féminin,0-5,19
2024-10-01,Goma,Rougeole,Féminin,36-60,14
2024-10-01,Goma,Choléra,Masculin,60+,14
2024-10-01,Kinshasa,Choléra,Masculin,18-35,8
2024-10-01,Lubumbashi,COVID-19,Féminin,18-35,16
2024-10-01,Goma,Choléra,Masculin,36-60,1
2024-10-01,Mbuji-Mayi,COVID-19,Féminin,36-60,6
2024-10-01,Lubumbashi,Choléra,Masculin,36-60,1
2024-10-01,Kinshasa,Tuberculose,Féminin,0-5,20
2024-10-01,Kisangani,COVID-19,Féminin,0-5,18
2024-10-02,Kisangani,Paludisme,Féminin,6-17,3
2024-10-02,Goma,COVID-19,Masculin,36-60,8
2024-10-02,Lubumbashi,Choléra,Féminin,60+,12
2024-10-02,Mbuji-Mayi,COVID-19,Masculin,36-60,1
2024-10-02,Lubumbashi,COVID-19,Masculin,36-60,9
2024-10-02,Kinshasa,Rougeole,Masculin,18-35,16
2024-10-02,Mbuji-Mayi,COVID-19,Féminin,60+,1
2024-10-02,Mbuji-Mayi,COVID-19,Masculin,6-17,4
2024-10-02,Mbuji-Mayi,Rougeole,Féminin,36-60,1
2024-10-02,Mbuji-Mayi,COVID-19,Féminin,18-35,12
2024-10-02,Lubumbashi,COVID-19,Masculin,0-5,16
2024-10-02,Kisangani,Choléra,Féminin,0-5,18
2024-10-02,Mbuji-Mayi,COVID-19,Féminin,6-17,3
2024-10-03,Goma,Rougeole,Féminin,18-35,11
2024-10-03,Mbuji-Mayi,Choléra,Féminin,36-60,10
2024-10-03,Goma,Tuberculose,Masculin,0-5,18
2024-10-03,Kinshasa,COVID-19,Féminin,6-17,19
2024-10-03,Goma,Choléra,Masculin,6-17,9
2024-10-03,Kinshasa,COVID-19,Féminin,0-5,8
2024-10-03,Lubumbashi,Paludisme,Masculin,0-5,8
2024-10-03,Kinshasa,Paludisme,Masculin,6-17,1
2024-10-03,Lubumbashi,Paludisme,Masculin,60+,14
2024-10-03,Goma,Paludisme,Féminin,36-60,10
2024-10-03,Kinshasa,COVID-19,Masculin,6-17,19
2024-10-03,Kisangani,Tuberculose,Féminin,0-5,20
2024-10-03,Mbuji-Mayi,COVID-19,Masculin,60+,18
2024-10-04,Kisangani,Paludisme,Féminin,18-35,17
2024-10-04,Lubumbashi,Tuberculose,Masculin,60+,16
2024-10-04,Goma,Rougeole,Masculin,6-17,1
2024-10-04,Mbuji-Mayi,COVID-19,Féminin,0-5,12
2024-10-04,Lubumbashi,Choléra,Féminin,6-17,13
2024-10-04,Kisangani,COVID-19,Féminin,0-5,1
2024-10-04,Goma,COVID-19,Féminin,60+,7
2024-10-04,Goma,COVID-19,Masculin,6-17,18
2024-10-04,Mbuji-Mayi,COVID-19,Masculin,0-5,19
2024-10-04,Lubumbashi,Rougeole,Féminin,60+,9
2024-10-04,Goma,Tuberculose,Masculin,6-17,4
2024-10-04,Kinshasa,COVID-19,Féminin,36-60,12
2024-10-04,Mbuji-Mayi,COVID-19,Masculin,60+,6
2024-10-04,Kinshasa,Tuberculose,Masculin,0-5,20
2024-10-05,Goma,Rougeole,Féminin,18-35,16
2024-10-05,Kinshasa,COVID-19,Féminin,36-60,1
2024-10-05,Mbuji-Mayi,Choléra,Féminin,36-60,8
2024-10-05,Kisangani,COVID-19,Féminin,6-17,8
2024-10-05,Goma,Rougeole,Féminin,18-35,7
2024-10-06,Kinshasa,Choléra,Féminin,36-60,9
2024-10-06,Goma,Rougeole,Masculin,0-5,20
2024-10-06,Lubumbashi,COVID-19,Féminin,60+,17
2024-10-06,Lubumbashi,Tuberculose,Féminin,60+,4
2024-10-06,Kisangani,Rougeole,Masculin,36-60,3
2024-10-06,Lubumbashi,Tuberculose,Féminin,18-35,19
2024-10-06,Mbuji-Mayi,Paludisme,Masculin,6-17,1
2024-10-06,Kisangani,COVID-19,Masculin,0-5,7
2024-10-06,Goma,Paludisme,Féminin,6-17,2
2024-10-06,Mbuji-Mayi,Tuberculose,Masculin,0-5,12
2024-10-06,Mbuji-Mayi,Rougeole,Masculin,60+,13
2024-10-06,Kinshasa,COVID-19,Masculin,36-60,15
2024-10-06,Kisangani,Paludisme,Masculin,0-5,3
2024-10-06,Lubumbashi,Choléra,Féminin,18-35,14
2024-10-06,Lubumbashi,Rougeole,Masculin,60+,5
2024-10-07,Kisangani,Rougeole,Féminin,60+,11
2024-10-07,Kinshasa,Paludisme,Masculin,60+,14
2024-10-07,Mbuji-Mayi,Rougeole,Féminin,0-5,19
2024-10-07,Lubumbashi,Choléra,Féminin,36-60,1
2024-10-07,Goma,Paludisme,Masculin,18-35,14
2024-10-07,Mbuji-Mayi,Paludisme,Masculin,36-60,20
2024-10-07,Mbuji-Mayi,COVID-19,Féminin,0-5,12
2024-10-07,Mbuji-Mayi,Choléra,Féminin,0-5,14
2024-10-07,Lubumbashi,COVID-19,Masculin,6-17,16
2024-10-07,Mbuji-Mayi,Tuberculose,Masculin,6-17,8
2024-10-07,Kinshasa,Choléra,Féminin,0-5,19
2024-10-07,Lubumbashi,Rougeole,Masculin,36-60,18
2024-10-08,Goma,Tuberculose,Féminin,0-5,20
2024-10-08,Kisangani,Tuberculose,Masculin,60+,19
2024-10-08,Kisangani,Tuberculose,Masculin,6-17,8
2024-10-08,Goma,Choléra,Masculin,0-5,8
2024-10-08,Kinshasa,Rougeole,Masculin,0-5,12
2024-10-08,Lubumbashi,Paludisme,Féminin,6-17,5
2024-10-08,Lubumbashi,Tuberculose,Masculin,0-5,4
2024-10-08,Lubumbashi,COVID-19,Féminin,18-35,17
2024-10-08,Kinshasa,Choléra,Masculin,60+,13
2024-10-08,Lubumbashi,Paludisme,Masculin,60+,10
2024-10-08,Lubumbashi,Choléra,Masculin,60+,18
2024-10-08,Lubumbashi,Rougeole,Masculin,6-17,14
2024-10-08,Kisangani,COVID-19,Féminin,18-35,13
2024-10-09,Mbuji-Mayi,Choléra,Féminin,18-35,13
2024-10-09,Lubumbashi,Tuberculose,Féminin,6-17,2
2024-10-09,Kinshasa,Rougeole,Féminin,0-5,15
2024-10-09,Lubumbashi,Rougeole,Masculin,6-17,7
2024-10-09,Kinshasa,Rougeole,Masculin,6-17,16
2024-10-09,Mbuji-Mayi,COVID-19,Féminin,18-35,16
2024-10-09,Kisangani,Choléra,Masculin,60+,15
2024-10-09,Kisangani,Choléra,Masculin,60+,2
2024-10-09,Mbuji-Mayi,Rougeole,Masculin,18-35,20
2024-10-09,Goma,Tuberculose,Féminin,36-60,4
2024-10-10,Kisangani,Rougeole,Féminin,18-35,4
2024-10-10,Kisangani,COVID-19,Féminin,60+,13
2024-10-10,Mbuji-Mayi,Choléra,Féminin,6-17,2
2024-10-10,Mbuji-Mayi,Rougeole,Masculin,0-5,12
2024-10-10,Lubumbashi,Tuberculose,Masculin,60+,9
2024-10-10,Kisangani,Paludisme,Masculin,6-17,15
2024-10-10,Goma,Rougeole,Masculin,18-35,9
2024-10-11,Mbuji-Mayi,Rougeole,Féminin,18-35,16
2024-10-11,Kinshasa,Paludisme,Masculin,36-60,6
2024-10-11,Kinshasa,Rougeole,Masculin,60+,10
2024-10-11,Kisangani,COVID-19,Masculin,6-17,11
2024-10-11,Kisangani,Choléra,Masculin,60+,2
2024-10-11,Mbuji-Mayi,COVID-19,Masculin,36-60,19
2024-10-11,Kinshasa,Paludisme,Masculin,6-17,7
2024-10-11,Goma,Paludisme,Masculin,0-5,17
2024-10-11,Kisangani,COVID-19,Féminin,18-35,19
2024-10-12,Goma,Tuberculose,Masculin,36-60,1
2024-10-12,Mbuji-Mayi,Choléra,Masculin,6-17,12
2024-10-12,Lubumbashi,COVID-19,Masculin,60+,4
2024-10-12,Lubumbashi,Tuberculose,Féminin,6-17,2
2024-10-12,Mbuji-Mayi,Rougeole,Féminin,36-60,9
2024-10-12,Lubumbashi,Choléra,Masculin,6-17,20
2024-10-12,Lubumbashi,COVID-19,Masculin,18-35,8
2024-10-12,Goma,COVID-19,Masculin,18-35,14
2024-10-12,Goma,Tuberculose,Féminin,36-60,5
2024-10-12,Goma,Tuberculose,Féminin,60+,12
2024-10-12,Kisangani,Rougeole,Masculin,36-60,6
2024-10-12,Mbuji-Mayi,COVID-19,Masculin,60+,11
2024-10-12,Kinshasa,Rougeole,Masculin,6-17,18
2024-10-12,Lubumbashi,Paludisme,Masculin,18-35,11
2024-10-13,Lubumbashi,Choléra,Féminin,36-60,3
2024-10-13,Mbuji-Mayi,Tuberculose,Masculin,60+,10
2024-10-13,Lubumbashi,COVID-19,Masculin,18-35,5
2024-10-13,Mbuji-Mayi,Paludisme,Féminin,36-60,19
2024-10-13,Mbuji-Mayi,Tuberculose,Masculin,6-17,17
2024-10-13,Mbuji-Mayi,Choléra,Masculin,6-17,2
2024-10-13,Kinshasa,Rougeole,Féminin,0-5,1
2024-10-13,Mbuji-Mayi,Choléra,Masculin,0-5,17
2024-10-13,Mbuji-Mayi,Rougeole,Féminin,6-17,18
2024-10-14,Goma,Rougeole,Masculin,60+,9
2024-10-14,Kinshasa,COVID-19,Masculin,36-60,16
2024-10-14,Goma,Paludisme,Féminin,18-35,10
2024-10-14,Lubumbashi,Tuberculose,Féminin,6-17,18
2024-10-14,Mbuji-Mayi,COVID-19,Masculin,0-5,5
2024-10-14,Kinshasa,COVID-19,Masculin,60+,15
2024-10-14,Mbuji-Mayi,Choléra,Féminin,18-35,9
2024-10-14,Lubumbashi,COVID-19,Féminin,36-60,20
2024-10-14,Mbuji-Mayi,Rougeole,Féminin,0-5,17
2024-10-14,Goma,COVID-19,Masculin,18-35,11
2024-10-15,Lubumbashi,COVID-19,Féminin,0-5,11
2024-10-15,Goma,Paludisme,Masculin,36-60,12
2024-10-15,Mbuji-Mayi,COVID-19,Féminin,36-60,11
2024-10-15,Kinshasa,Rougeole,Masculin,60+,20
2024-10-15,Mbuji-Mayi,Tuberculose,Féminin,60+,12
2024-10-16,Mbuji-Mayi,COVID-19,Féminin,0-5,16
2024-10-16,Goma,Rougeole,Féminin,60+,19
2024-10-16,Kisangani,Tuberculose,Féminin,18-35,12
2024-10-16,Kisangani,Rougeole,Féminin,18-35,10
2024-10-16,Goma,Paludisme,Masculin,18-35,6
2024-10-16,Kisangani,Tuberculose,Masculin,0-5,15
2024-10-16,Lubumbashi,COVID-19,Masculin,18-35,3
2024-10-16,Mbuji-Mayi,Paludisme,Masculin,60+,10
2024-10-16,Mbuji-Mayi,Paludisme,Féminin,60+,8
2024-10-16,Kinshasa,Choléra,Féminin,18-35,16
2024-10-16,Kisangani,Tuberculose,Féminin,6-17,5
2024-10-16,Kinshasa,Rougeole,Féminin,36-60,1
2024-10-16,Goma,Rougeole,Masculin,18-35,5
2024-10-16,Lubumbashi,Tuberculose,Féminin,18-35,13
2024-10-16,Mbuji-Mayi,Rougeole,Masculin,6-17,6
2024-10-17,Mbuji-Mayi,Rougeole,Féminin,36-60,2
2024-10-17,Kinshasa,COVID-19,Masculin,60+,15
2024-10-17,Kinshasa,Rougeole,Masculin,36-60,8
2024-10-17,Lubumbashi,Choléra,Féminin,60+,2
2024-10-17,Kinshasa,Rougeole,Masculin,6-17,7
2024-10-17,Kinshasa,Rougeole,Masculin,6-17,14
2024-10-17,Kisangani,Choléra,Féminin,6-17,19
2024-10-17,Kisangani,Choléra,Féminin,6-17,3
2024-10-17,Lubumbashi,Tuberculose,Masculin,0-5,4
2024-10-17,Lubumbashi,Tuberculose,Masculin,6-17,1
2024-10-17,Mbuji-Mayi,Tuberculose,Féminin,18-35,6
2024-10-17,Kinshasa,Paludisme,Masculin,60+,17
2024-10-17,Kinshasa,Tuberculose,Masculin,36-60,3
2024-10-17,Goma,Tuberculose,Féminin,6-17,15
2024-10-17,Lubumbashi,Paludisme,Féminin,0-5,2
2024-10-18,Mbuji-Mayi,Rougeole,Féminin,60+,8
2024-10-18,Lubumbashi,Tuberculose,Masculin,0-5,2
2024-10-18,Kisangani,COVID-19,Féminin,36-60,5
2024-10-18,Kinshasa,Tuberculose,Féminin,60+,18
2024-10-18,Lubumbashi,COVID-19,Féminin,18-35,19
2024-10-18,Kinshasa,Paludisme,Masculin,36-60,16
2024-10-19,Goma,Rougeole,Féminin,18-35,20
2024-10-19,Mbuji-Mayi,Choléra,Féminin,60+,5
2024-10-19,Lubumbashi,Tuberculose,Masculin,0-5,1
2024-10-19,Kisangani,Choléra,Féminin,18-35,1
2024-10-19,Lubumbashi,COVID-19,Féminin,36-60,11
2024-10-19,Kinshasa,Rougeole,Féminin,0-5,9
2024-10-19,Goma,COVID-19,Masculin,6-17,16
2024-10-19,Lubumbashi,Rougeole,Féminin,6-17,10
2024-10-19,Lubumbashi,COVID-19,Masculin,18-35,18
2024-10-19,Mbuji-Mayi,Paludisme,Féminin,0-5,19
2024-10-19,Kinshasa,Paludisme,Féminin,36-60,11
2024-10-19,Goma,Choléra,Masculin,18-35,14
2024-10-19,Kinshasa,Choléra,Féminin,36-60,14
2024-10-19,Kisangani,COVID-19,Masculin,60+,3
2024-10-20,Goma,COVID-19,Masculin,6-17,12
2024-10-20,Kinshasa,Paludisme,Féminin,18-35,17
2024-10-20,Mbuji-Mayi,Tuberculose,Masculin,60+,6
2024-10-20,Kisangani,COVID-19,Masculin,6-17,4
2024-10-20,Kinshasa,Paludisme,Féminin,0-5,9
2024-10-20,Mbuji-Mayi,Tuberculose,Féminin,60+,11
2024-10-20,Kisangani,Tuberculose,Masculin,6-17,17
2024-10-20,Kisangani,Rougeole,Masculin,36-60,18
2024-10-20,Goma,Tuberculose,Masculin,6-17,14
2024-10-20,Kisangani,COVID-19,Masculin,60+,12
2024-10-20,Mbuji-Mayi,COVID-19,Féminin,60+,16
2024-10-20,Mbuji-Mayi,Tuberculose,Masculin,36-60,5
2024-10-20,Goma,Rougeole,Masculin,18-35,7
2024-10-20,Kisangani,Paludisme,Féminin,0-5,19
2024-10-21,Lubumbashi,Tuberculose,Masculin,18-35,16
2024-10-21,Mbuji-Mayi,Paludisme,Masculin,36-60,11
2024-10-21,Mbuji-Mayi,COVID-19,Masculin,6-17,20
2024-10-21,Mbuji-Mayi,Choléra,Féminin,36-60,2
2024-10-21,Kinshasa,Paludisme,Masculin,18-35,2
2024-10-21,Mbuji-Mayi,Choléra,Masculin,18-35,19
2024-10-21,Kinshasa,Tuberculose,Féminin,6-17,1
2024-10-21,Lubumbashi,Tuberculose,Féminin,18-35,4
2024-10-21,Kisangani,COVID-19,Masculin,0-5,20
2024-10-21,Goma,Tuberculose,Masculin,0-5,3
2024-10-21,Mbuji-Mayi,COVID-19,Féminin,36-60,19
2024-10-21,Kisangani,Rougeole,Masculin,18-35,6
2024-10-21,Goma,COVID-19,Féminin,60+,4
2024-10-21,Lubumbashi,COVID-19,Féminin,18-35,6
2024-10-22,Kinshasa,Tuberculose,Féminin,36-60,16
2024-10-22,Lubumbashi,Paludisme,Féminin,0-5,11
2024-10-22,Kisangani,Rougeole,Masculin,0-5,2
2024-10-22,Lubumbashi,Tuberculose,Masculin,0-5,1
2024-10-22,Mbuji-Mayi,Choléra,Féminin,18-35,7
2024-10-22,Kinshasa,COVID-19,Masculin,0-5,20
2024-10-22,Goma,Tuberculose,Masculin,36-60,18
2024-10-22,Kisangani,Choléra,Masculin,36-60,12
2024-10-22,Kinshasa,COVID-19,Féminin,6-17,7
2024-10-22,Kisangani,Tuberculose,Masculin,18-35,8
2024-10-22,Mbuji-Mayi,Tuberculose,Masculin,0-5,3
2024-10-22,Lubumbashi,Rougeole,Masculin,0-5,6
2024-10-22,Kinshasa,Rougeole,Féminin,18-35,5
2024-10-22,Kisangani,Rougeole,Masculin,0-5,13
2024-10-23,Kisangani,Paludisme,Féminin,36-60,14
2024-10-23,Kinshasa,Tuberculose,Masculin,6-17,9
2024-10-23,Lubumbashi,Paludisme,Masculin,0-5,15
2024-10-23,Kinshasa,Choléra,Féminin,60+,20
2024-10-23,Lubumbashi,Paludisme,Féminin,36-60,20
2024-10-23,Lubumbashi,Tuberculose,Féminin,36-60,3
2024-10-24,Kinshasa,Choléra,Féminin,60+,4
2024-10-24,Kisangani,Choléra,Masculin,36-60,17
2024-10-24,Mbuji-Mayi,Paludisme,Féminin,60+,16
2024-10-24,Lubumbashi,Rougeole,Masculin,0-5,15
2024-10-24,Goma,Tuberculose,Féminin,18-35,19
2024-10-24,Lubumbashi,Paludisme,Féminin,60+,10
2024-10-25,Kisangani,Rougeole,Féminin,0-5,4
2024-10-25,Kinshasa,COVID-19,Féminin,18-35,11
2024-10-25,Kisangani,COVID-19,Masculin,18-35,5
2024-10-25,Kinshasa,Rougeole,Féminin,0-5,2
2024-10-25,Mbuji-Mayi,Paludisme,Féminin,6-17,10
2024-10-26,Kinshasa,Tuberculose,Masculin,18-35,13
2024-10-26,Kinshasa,Paludisme,Féminin,36-60,13
2024-10-26,Kisangani,Choléra,Masculin,60+,1
2024-10-26,Lubumbashi,COVID-19,Masculin,60+,20
2024-10-26,Lubumbashi,Tuberculose,Féminin,60+,19
2024-10-26,Lubumbashi,Rougeole,Féminin,60+,16
2024-10-26,Kinshasa,COVID-19,Masculin,0-5,7
2024-10-26,Kisangani,Choléra,Masculin,0-5,12
2024-10-26,Kisangani,Choléra,Féminin,60+,7
2024-10-26,Lubumbashi,Choléra,Masculin,60+,12
2024-10-26,Kinshasa,Tuberculose,Masculin,60+,20
2024-10-27,Lubumbashi,Paludisme,Féminin,36-60,16
2024-10-27,Lubumbashi,COVID-19,Masculin,60+,13
2024-10-27,Goma,COVID-19,Masculin,60+,14
2024-10-27,Mbuji-Mayi,COVID-19,Masculin,36-60,3
2024-10-27,Kisangani,Choléra,Masculin,0-5,3
2024-10-27,Lubumbashi,Paludisme,Féminin,60+,3
2024-10-27,Kisangani,Rougeole,Masculin,0-5,13
2024-10-27,Mbuji-Mayi,Choléra,Féminin,36-60,4
2024-10-27,Lubumbashi,Paludisme,Masculin,0-5,1
2024-10-27,Lubumbashi,Tuberculose,Féminin,6-17,9
2024-10-27,Kisangani,Tuberculose,Féminin,36-60,16
2024-10-28,Kisangani,Choléra,Féminin,36-60,16
2024-10-28,Kisangani,Tuberculose,Féminin,18-35,1
2024-10-28,Kisangani,Tuberculose,Masculin,36-60,1
2024-10-28,Lubumbashi,Rougeole,Masculin,6-17,2
2024-10-28,Kinshasa,Paludisme,Féminin,60+,2
2024-10-28,Mbuji-Mayi,Tuberculose,Féminin,6-17,13
2024-10-28,Goma,Tuberculose,Masculin,0-5,19
2024-10-28,Lubumbashi,Paludisme,Masculin,6-17,12
2024-10-28,Mbuji-Mayi,Tuberculose,Féminin,60+,16
2024-10-28,Mbuji-Mayi,COVID-19,Masculin,18-35,5
2024-10-28,Goma,COVID-19,Masculin,36-60,10
2024-10-28,Goma,Tuberculose,Féminin,6-17,8
2024-10-28,Mbuji-Mayi,Choléra,Féminin,36-60,14
2024-10-29,Lubumbashi,COVID-19,Masculin,0-5,20
2024-10-29,Mbuji-Mayi,Choléra,Féminin,60+,11
2024-10-29,Goma,Paludisme,Féminin,0-5,7
2024-10-29,Lubumbashi,Paludisme,Masculin,0-5,6
2024-10-29,Lubumbashi,Rougeole,Féminin,0-5,9
2024-10-29,Goma,Choléra,Féminin,60+,13
2024-10-29,Goma,COVID-19,Féminin,6-17,19
2024-10-29,Goma,Tuberculose,Féminin,18-35,17
2024-10-29,Lubumbashi,Tuberculose,Féminin,36-60,14
2024-10-30,Kisangani,COVID-19,Masculin,6-17,9
2024-10-30,Kisangani,COVID-19,Masculin,6-17,12
2024-10-30,Kinshasa,Rougeole,Masculin,18-35,1
2024-10-30,Kinshasa,Paludisme,Féminin,18-35,12
2024-10-30,Kinshasa,COVID-19,Féminin,6-17,12
2024-10-30,Mbuji-Mayi,Choléra,Féminin,6-17,6
2024-10-30,Lubumbashi,Choléra,Féminin,18-35,19
2024-10-30,Goma,Paludisme,Féminin,60+,5
2024-10-30,Lubumbashi,Rougeole,Masculin,18-35,1
2024-10-30,Kisangani,Tuberculose,Féminin,0-5,1
2024-10-30,Kinshasa,Tuberculose,Féminin,36-60,10
2024-10-30,Goma,Choléra,Masculin,0-5,7
2024-10-30,Kisangani,Paludisme,Masculin,0-5,12
2024-10-30,Kisangani,COVID-19,Masculin,0-5,19
2024-10-30,Goma,Tuberculose,Masculin,60+,17
2024-10-31,Kinshasa,Choléra,Masculin,60+,13
2024-10-31,Goma,Paludisme,Féminin,6-17,13
2024-10-31,Lubumbashi,COVID-19,Masculin,36-60,13
2024-10-31,Kisangani,Paludisme,Féminin,60+,3
2024-10-31,Goma,COVID-19,Féminin,60+,17
2024-10-31,Kinshasa,COVID-19,Féminin,36-60,6
2024-11-01,Goma,Tuberculose,Masculin,60+,4
2024-11-01,Mbuji-Mayi,Paludisme,Féminin,6-17,10
2024-11-01,Kinshasa,COVID-19,Masculin,6-17,15
2024-11-01,Kinshasa,Choléra,Masculin,36-60,19
2024-11-01,Kisangani,COVID-19,Féminin,0-5,13
2024-11-01,Lubumbashi,COVID-19,Féminin,36-60,20
2024-11-02,Goma,Tuberculose,Féminin,60+,17
2024-11-02,Kinshasa,Choléra,Masculin,0-5,9
2024-11-02,Lubumbashi,Tuberculose,Féminin,18-35,12
2024-11-02,Lubumbashi,Tuberculose,Masculin,18-35,10
2024-11-02,Kinshasa,Paludisme,Masculin,6-17,8
2024-11-02,Kinshasa,Rougeole,Masculin,18-35,18
2024-11-02,Kisangani,Tuberculose,Masculin,6-17,15
2024-11-02,Kisangani,Choléra,Féminin,60+,9
2024-11-03,Kinshasa,Paludisme,Féminin,6-17,10
2024-11-03,Kinshasa,Rougeole,Masculin,6-17,20
2024-11-03,Goma,Rougeole,Féminin,60+,8
2024-11-03,Lubumbashi,Tuberculose,Féminin,6-17,13
2024-11-03,Goma,COVID-19,Masculin,0-5,20
2024-11-03,Mbuji-Mayi,COVID-19,Féminin,6-17,4
2024-11-03,Lubumbashi,Paludisme,Masculin,6-17,15
2024-11-03,Kinshasa,Paludisme,Féminin,0-5,5
2024-11-04,Lubumbashi,COVID-19,Féminin,6-17,17
2024-11-04,Kisangani,Rougeole,Féminin,0-5,10
2024-11-04,Mbuji-Mayi,Tuberculose,Masculin,60+,12
2024-11-04,Lubumbashi,Rougeole,Masculin,60+,14
2024-11-04,Lubumbashi,Tuberculose,Féminin,0-5,2
2024-11-04,Kinshasa,Tuberculose,Féminin,6-17,4
2024-11-04,Kinshasa,Paludisme,Masculin,6-17,10
2024-11-04,Goma,Tuberculose,Féminin,60+,1
2024-11-04,Goma,Rougeole,Masculin,0-5,6
2024-11-04,Kisangani,Rougeole,Masculin,36-60,18
2024-11-04,Goma,Paludisme,Masculin,18-35,12
2024-11-05,Kinshasa,Choléra,Masculin,0-5,14
2024-11-05,Lubumbashi,Rougeole,Masculin,6-17,19
2024-11-05,Kisangani,Tuberculose,Masculin,6-17,11
2024-11-05,Mbuji-Mayi,Paludisme,Masculin,18-35,19
2024-11-05,Kisangani,Rougeole,Féminin,6-17,9
2024-11-05,Goma,Rougeole,Féminin,36-60,5
2024-11-05,Mbuji-Mayi,Paludisme,Féminin,36-60,17
2024-11-05,Lubumbashi,Paludisme,Masculin,6-17,16
2024-11-05,Kinshasa,Tuberculose,Féminin,6-17,3
2024-11-06,Lubumbashi,Rougeole,Féminin,18-35,3
2024-11-06,Kinshasa,Choléra,Féminin,18-35,4
2024-11-06,Kisangani,COVID-19,Féminin,60+,3
2024-11-06,Goma,Rougeole,Féminin,60+,11
2024-11-06,Mbuji-Mayi,Paludisme,Masculin,6-17,3
2024-11-06,Kinshasa,COVID-19,Féminin,6-17,2
2024-11-06,Goma,Paludisme,Masculin,36-60,16
2024-11-06,Lubumbashi,COVID-19,Masculin,0-5,8
2024-11-06,Kinshasa,Paludisme,Féminin,18-35,14
2024-11-06,Goma,Choléra,Masculin,60+,20
2024-11-06,Goma,Choléra,Masculin,6-17,14
2024-11-06,Kisangani,Rougeole,Masculin,36-60,12
2024-11-06,Kisangani,Rougeole,Féminin,0-5,19
2024-11-07,Goma,Paludisme,Féminin,0-5,15
2024-11-07,Kinshasa,Rougeole,Masculin,36-60,6
2024-11-07,Lubumbashi,Paludisme,Masculin,0-5,14
2024-11-07,Kisangani,Tuberculose,Féminin,6-17,11
2024-11-07,Goma,Rougeole,Masculin,60+,8
2024-11-07,Goma,Rougeole,Féminin,60+,19
2024-11-07,Kinshasa,Choléra,Masculin,18-35,7
2024-11-07,Lubumbashi,Paludisme,Féminin,6-17,8
2024-11-07,Lubumbashi,Paludisme,Masculin,0-5,14
2024-11-07,Kisangani,COVID-19,Féminin,18-35,11
2024-11-07,Lubumbashi,Choléra,Masculin,6-17,17
2024-11-07,Kinshasa,COVID-19,Féminin,60+,15
2024-11-07,Lubumbashi,Tuberculose,Masculin,60+,3
2024-11-07,Kinshasa,Rougeole,Féminin,6-17,11
2024-11-08,Lubumbashi,Rougeole,Masculin,36-60,11
2024-11-08,Kinshasa,Tuberculose,Masculin,6-17,18
2024-11-08,Mbuji-Mayi,Rougeole,Masculin,6-17,4
2024-11-08,Kinshasa,Choléra,Masculin,60+,7
2024-11-08,Mbuji-Mayi,Rougeole,Masculin,18-35,19
2024-11-08,Mbuji-Mayi,Tuberculose,Féminin,6-17,3
2024-11-08,Lubumbashi,Tuberculose,Féminin,60+,17
2024-11-08,Mbuji-Mayi,Paludisme,Masculin,36-60,13
2024-11-08,Goma,COVID-19,Masculin,0-5,6
2024-11-08,Lubumbashi,Tuberculose,Féminin,60+,19
2024-11-08,Kisangani,COVID-19,Masculin,6-17,18
2024-11-08,Kisangani,Paludisme,Masculin,36-60,5
